YEAR,TEAM,SEED,POWER INDEX,

SOUTH
2025,Auburn,1,22.0,
2025,Michigan,5,14.1

2025,Ole Miss,6,14.0,
2025,Michigan St,2,17.5

WEST
2025,Florida,1,20.0
2025,Maryland,4,17.2

2025,Texas Tech,3,18.0
2025,Arkansas,10,12.4

EAST
2025,Duke,1,25.0
2025,Arizona,4,18.3

2025,BYU,6,15.3
2025,Alabama,2,19.0

MIDWEST
2025,Houston,1,23.8
2025,Purdue,4,15.9

2025,Kentucky,3,16.3
2025,Tennessee,2,19.3

